id	"Comp. Word"	Frequency	Pronunciation	"English Translation"
22289	雄藩	7	yuuhan	"barony of the first degree"
22290	余滴	7	yoteki	drippings
22291	与太	7	yota	"idle gossip"
22292	妖異	7	yooi	"mysterious occurrence"
22293	揚言	7	yoogen	"opening declaration"
22294	用人	7	yoonin	manager
22295	来会	7	raikai	attendance
22296	落魄	7	rakuhaku	"being reduced to poverty"
22297	乱作	7	ransaku	overproduction
22298	裏芸	7	uragei	"act or trick which a performer reserves for selected occasions"
22299	裏作	7	urasaku	"second crop"
22300	里心	7	satogokoro	homesickness
22301	略号	7	ryakugoo	code
22302	流石	7	sasuga	"as one would expect"
22303	領水	7	ryoosui	"territorial waters"
22304	緑眼	7	ryokugan	"green eyes"
22305	緑林	7	ryokurin	greenwood
22306	涙金	7	namidakin	"consolation money"
22307	類句	7	ruiku	"similar phrase"
22308	礼楽	7	reigaku	"etiquette and music"
22309	霊木	7	reiboku	"sacred tree"
22310	劣情	7	retuzyoo	"animal passions"
22311	廉恥	7	renti	"sense of honour"
22312	連衡	7	renkoo	alliance
22313	牢固	7	rooko	firm
22314	老幼	7	rooyoo	"old and young"
22315	郎党	7	rootoo	vassals
22316	湾流	7	wanryuu	"the Gulf Stream"
22317	傲然	7	goozen	proud
22318	簒奪	7	sandatu	usurpation
22319	呵々	7	kaka	"sound of laughter"
22320	呵呵	7	kaka	"sound of laughter"
22321	奠都	7	tento	"transferring the capital"
22322	奸計	7	kankei	trick
22323	忿怒	7	hundo	anger
22324	梟雄	7	kyooyuu	ringleader
22325	瀉血	7	syaketu	bloodletting
22326	炯々	7	keikei	glaring
22327	猥褻	7	waisetu	obscenity
22328	猥褻	7	waisetu	obscenity
22329	疝気	7	senki	colic
22330	箒星	7	hookibosi	comet
22331	紊乱	7	binran	disorder
22332	脛骨	7	keikotu	tibia
22333	膂力	7	ryoryoku	"physical strength"
22334	葷酒	7	kunsyu	"garlic and wine"
22335	蠢動	7	syundoo	wriggling
22336	蠱惑	7	kowaku	fascination
22337	讒言	7	zangen	"false charge"
22338	跫音	7	kyooon	"sound of footsteps"
22339	闖入	7	tinnyuu	intrusion
22340	阿漕	6	akogi	greed
22341	悪風	6	akuhuu	vice
22342	暗鬱	6	anutu	gloom
22343	威徳	6	itoku	"virtue and influence"
22344	移出	6	isyutu	export
22345	一半	6	ippan	half
22346	引継	6	hikitugi	"taking over"
22347	引手	6	hikite	knob
22348	淫乱	6	inran	debauched
22349	隠元	6	ingen	beans
22350	隠士	6	insi	hermit
22351	烏有	6	uyuu	nonexistence
22352	浦里	6	urazato	"village by the sea"
22353	影印	6	eiin	facsimile
22354	延縄	6	haenawa	longline
22355	縁先	6	ensaki	"veranda edge"
22356	艶姿	6	adesugata	"charming figure"
22357	遠音	6	toone	"distant sound"
22358	遠島	6	entoo	"remote island"
22359	遠流	6	onru	"banishment or exile"
22360	応訴	6	ooso	countersuit
22361	押麦	6	osimugi	"rolled barley"
22362	横槍	6	yokoyari	interruption
22363	温雅	6	onga	graceful
22364	下衆	6	gesu	low-life
22365	下役	6	sitayaku	underling
22366	仮象	6	kasyoo	semblance
22367	夏眠	6	kamin	estivation
22368	家格	6	kakaku	"family status"
22369	河骨	6	kawahone	"Japanese spatterdock"
22370	花心	6	kasin	"center of a flower"
22371	華燭	6	kasyoku	"bright light"
22372	賀春	6	gasyun	"New Year greeting"
22373	介添	6	kaizoe	helper
22374	会意	6	kaii	"compound ideograph formation"
22375	回教	6	kaikyoo	Islam
22376	回旋	6	kaisen	rotation
22377	海参	6	iriko	"dried sea slug"
22378	外層	6	gaisoo	"outer layers"
22379	外題	6	gedai	title
22380	各項	6	kakukoo	"each item"
22381	確答	6	kakutoo	"definite answer"
22382	掛金	6	kakekin	installment
22383	葛湯	6	kuzuyu	"kudzu starch gruel"
22384	巻狩	6	makigari	hunt
22385	官有	6	kanyuu	government-owned
22386	甘苦	6	kanku	"sweetness and bitterness"
22387	甘鯛	6	amadai	tilefish
22388	甘藍	6	kanran	cabbage
22389	肝油	6	kanyu	"fish-liver oil"
22390	莞爾	6	kanzi	smiling
22391	間然	6	kanzen	"being liable to criticism"
22392	間柱	6	mabasira	stud
22393	丸薬	6	ganyaku	pill
22394	贋造	6	ganzoo	counterfeiting
22395	奇態	6	kitai	strange
22396	寄附	6	kihu	contribution
22397	幾年	6	ikutose	"number of years"
22398	旗竿	6	hatazao	flagstaff
22399	機巧	6	kikoo	trick
22400	機織	6	hataori	weaving
22401	機智	6	kiti	wit
22402	帰納	6	kinoo	induction
22403	貴信	6	kisin	"letter, etc. from another party"
22404	飢死	6	uezini	starvation
22405	偽印	6	giin	"forged seal"
22406	戯言	6	zaregoto	prank
22407	技倆	6	giryoo	ability
22408	擬装	6	gisoo	disguise
22409	逆夢	6	sakayume	"a dream which is contradicted by reality"
22410	仇名	6	adana	nickname
22411	宮居	6	miyai	shrine
22412	旧記	6	kyuuki	"old chronicle"
22413	旧幕	6	kyuubaku	"the old feudal government"
22414	牛蛙	6	usigaeru	"American bullfrog"
22415	牛耳	6	gyuuzi	"ears of an ox"
22416	魚釣	6	sakanaturi	fishing
22417	喬木	6	kyooboku	"tall tree"
22418	強請	6	kyoosei	blackmail
22419	教案	6	kyooan	"lesson or teaching plan"
22420	橋杭	6	hasigui	"bridge pillar"
22421	狂死	6	kyoosi	"dying insane"
22422	狂者	6	kyoosya	"insane person"
22423	狂暴	6	kyooboo	rage
22424	興廃	6	koohai	"rise and fall"
22425	玉髄	6	gyokuzui	chalcedony
22426	勤怠	6	kintai	"diligence and indolence"
22427	緊要	6	kinyoo	momentous
22428	謹直	6	kintyoku	conscientious
22429	金柑	6	kinkan	kumquat
22430	金紗	6	kinsya	"silk crepe"
22431	金槌	6	kanazuti	hammer
22432	吟詠	6	ginei	"recitation or chanting of a poem"
22433	銀鉱	6	ginkoo	"silver mine"
22434	銀翼	6	ginyoku	"silvery wings"
22435	空言	6	kuugen	falsehood
22436	空戦	6	kuusen	"air battle"
22437	空疎	6	kuuso	vain
22438	空電	6	kuuden	static
22439	桑子	6	kuwago	silkworm
22440	訓点	6	kunten	"punctuation marks"
22441	訓導	6	kundoo	"old word for licensed elementary school teacher"
22442	軍楽	6	gungaku	"military music"
22443	軍費	6	gunpi	"war funds"
22444	兄事	6	keizi	"defer to another as if an older brother"
22445	珪酸	6	keisan	"silicic acid"
22446	経線	6	keisen	meridian
22447	警乗	6	keizyoo	policing
22448	軽挙	6	keikyo	"hasty or rash act"
22449	激語	6	gekigo	"harsh language"
22450	結縁	6	ketien	"making a connection"
22451	結句	6	kekku	"last line of a poem"
22452	剣戟	6	kengeki	weapons
22453	検印	6	kenin	"seal of approval"
22454	県花	6	kenka	"prefectural flower"
22455	肩衣	6	kataginu	"sleeveless ceremonial robe for samurai"
22456	顕職	6	kensyoku	"prominent or high post"
22457	元方	6	motokata	capitalist
22458	原隊	6	gentai	"one's home unit"
22459	玄翁	6	gennoo	sledgehammer
22460	現高	6	gendaka	"the present amount"
22461	古顔	6	hurugao	"familiar face"
22462	古代	6	kodai	"ancient times"
22463	古伝	6	koden	legend
22464	呼声	6	yobigoe	call
22465	孤塁	6	korui	"isolated stronghold"
22466	故里	6	hurusato	"home town"
22467	後学	6	koogaku	"younger scholar"
22468	後端	6	kootan	end
22469	後朝	6	kinuginu	"the morning after a couple have slept together"
22470	後裔	6	kooei	descendant
22471	御酒	6	miki	"sacred wine or sake"
22472	御幣	6	gohei	"staff with plaited paper streamers"
22473	悟道	6	godoo	enlightenment
22474	語頭	6	gotoo	"first part of a word"
22475	光臨	6	koorin	visit
22476	好餌	6	koozi	bait
22477	工合	6	guai	condition
22478	梗概	6	koogai	outline
22479	浩然	6	koozen	broadminded
22480	綱目	6	koomoku	"main point and details"
22481	降魔	6	gooma	"conquering the devil"
22482	香花	6	koobana	"flowers and incense"
22483	合鴨	6	aigamo	"cross between a mallard and domestic duck"
22484	轟沈	6	gootin	"sinking a ship instantly"
22485	告解	6	kokkai	confession
22486	穀雨	6	kokuu	"grain rain solar term"
22487	骨柄	6	kotugara	build
22488	紺絣	6	kongasuri	"dark blue cloth with white splash patterns"
22489	砂礫	6	sareki	pebbles
22490	才筆	6	saihitu	"literary talent"
22491	採油	6	saiyu	"getting oil"
22492	歳計	6	saikei	"annual account"
22493	祭服	6	saihuku	"vestments worn by priests and attendants during a festival"
22494	細雨	6	saiu	drizzle
22495	細緻	6	saiti	minute
22496	笹舟	6	sasabune	"toy bamboo-leaf boat"
22497	擦過	6	sakka	abrasion
22498	雑纂	6	zassan	"miscellaneous collection"
22499	三徳	6	santoku	"three primary virtues: valour, wisdom and benevolence "
22500	山立	6	yamadati	bandit
22501	惨烈	6	sanretu	horrible
22502	産褥	6	sanzyoku	confinement
22503	蚕食	6	sansyoku	encroachment
22504	斬罪	6	zanzai	decapitation
22505	使臣	6	sisin	envoy
22506	司式	6	sisiki	officiating
22507	四阿	6	azumaya	arbor
22508	四辺	6	sihen	four-sided
22509	師父	6	sihu	"fatherly master"
22510	枝道	6	edamiti	"branch road"
22511	糸桜	6	itozakura	"droopy-branch cherry tree"
22512	至大	6	sidai	immense
22513	至便	6	siben	"very convenient"
22514	詩才	6	sisai	"talent for poetry"
22515	詩想	6	sisoo	"poetical imagination"
22516	耳朶	6	zida	earlobe
22517	自得	6	zitoku	self-satisfaction
22518	鹿砦	6	rokusai	abatis
22519	湿田	6	situden	"a paddy moist all year due to improper irrigation"
22520	質草	6	sitigusa	"article for pawning"
22521	質料	6	situryoo	matter
22522	実説	6	zissetu	"true story"
22523	舎監	6	syakan	"dormitory dean"
22524	社格	6	syakaku	"shrine ranking"
22525	社稷	6	syasyoku	state
22526	若僧	6	wakazoo	youngster
22527	取付	6	torituke	installation
22528	手桶	6	teoke	pail
22529	手斧	6	tyoona	hatchet
22530	腫脹	6	syutyoo	swelling
22531	酒徒	6	syuto	drinker
22532	呪法	6	zyuhoo	"esoteric Buddhist ritual where incantations are chanted"
22533	修訂	6	syuutei	correction
22534	秀抜	6	syuubatu	outstanding
22535	秋期	6	syuuki	"autumn period"
22536	秋日	6	syuuzitu	"autumn day"
22537	終審	6	syuusin	"final trial"
22538	舟人	6	hunabito	sailor
22539	集録	6	syuuroku	compilation
22540	醜男	6	buotoko	"ugly man"
22541	重重	6	zyuuzyuu	repeated
22542	宿縁	6	syukuen	destiny
22543	出御	6	syutugyo	"emperor's arrival"
22544	述作	6	zyussaku	"writing a book"
22545	春寒	6	syunkan	"cold weather in early spring"
22546	准看	6	zyunkan	"practical nurse"
22547	書目	6	syomoku	"catalogue of books"
22548	諸方	6	syohoo	"every direction"
22549	序詞	6	zyosi	foreword
22550	商況	6	syookyoo	"business conditions"
22551	娼家	6	syooka	brothel
22552	小引	6	syooin	"short preface"
22553	小者	6	komono	"young person"
22554	小破	6	syooha	"slight damage"
22555	小欲	6	syooyoku	"slightly covetous"
22556	小篆	6	syooten	"small seal script"
22557	掌理	6	syoori	"rule of law"
22558	松露	6	syooro	"Rhizopogon rubescens"
22559	焼売	6	syuumai	
22560	裳裾	6	mosuso	cuff
22561	詳解	6	syookai	"detailed explanation"
22562	賞杯	6	syoohai	trophy
22563	乗物	6	norimono	vehicle
22564	冗句	6	zyooku	"redundant phrase"
22565	常会	6	zyookai	"regular meeting"
22566	常例	6	zyoorei	"usual practice"
22567	状勢	6	zyoosei	"state of things"
22568	蒸着	6	zyootyaku	deposition
22569	信士	6	sinzi	"male lay devotee"
22570	振作	6	sinsaku	prosperity
22571	新奇	6	sinki	novel
22572	新盤	6	sinban	"new record"
22573	新来	6	sinrai	newcomer
22574	深耕	6	sinkoo	"deep plowing"
22575	真如	6	sinnyo	tathata
22576	真白	6	massiro	"pure white"
22577	神威	6	sini	"god's majesty"
22578	神苑	6	sinen	"shrine gardens"
22579	神祇	6	zingi	"gods of heaven and earth"
22580	親等	6	sintoo	"degree of kinship"
22581	辛気	6	sinki	mentality
22582	辛党	6	karatoo	drinker
22583	進上	6	sinzyoo	giving
22584	人界	6	zinkai	"world of man"
22585	人偏	6	ninben	"kanji ""person radical"" "
22586	訊問	6	zinmon	cross-examination
22587	水芸	6	mizugei	"tricks with water"
22588	水圏	6	suiken	hydrosphere
22589	水松	6	miru	"stag seaweed"
22590	髄質	6	zuisitu	medulla
22591	数奇	6	suki	"refined taste"
22592	雛菊	6	hinagiku	daisy
22593	雛壇	6	hinadan	"tiered doll stand"
22594	寸刻	6	sunkoku	moment
22595	凄腕	6	sugoude	go-getter
22596	性行	6	seikoo	"character and conduct"
22597	棲息	6	seisoku	inhabiting
22598	正金	6	syookin	specie
22599	正札	6	syoohuda	"price tag"
22600	清清	6	seisei	"feeling refreshed"
22601	生漆	6	kiurusi	"unrefined sap of the lacquer tree"
22602	生贄	6	ikenie	sacrifice
22603	精確	6	seikaku	"detailed and accurate"
22604	誓紙	6	seisi	"written oath"
22605	静聴	6	seityoo	"listening quietly"
22606	赤恥	6	akahazi	shame
22607	切字	6	kirezi	"punctuation words in haiku, renga, etc. such as ""ya"", ""kana"", ""keri"", etc."
22608	摂社	6	sessya	"auxiliary shrine"
22609	折目	6	orime	"a fold"
22610	雪冤	6	setuen	exoneration
22611	絶後	6	zetugo	"never to be seen again"
22612	舌根	6	zekkon	"root of the tongue"
22613	千木	6	tigi	"ornamental crossed rafter ends on shrine gables"
22614	栴檀	6	sendan	chinaberry
22615	船歌	6	hunauta	"sailor's song"
22616	船具	6	sengu	"ship's fittings or rigging"
22617	遷化	6	senge	death
22618	前書	6	zensyo	"previous writing"
22619	前払	6	maebarai	"payment in advance"
22620	善用	6	zenyoo	"good use"
22621	全期	6	zenki	"whole term"
22622	全的	6	zenteki	total
22623	全納	6	zennoo	"full payment"
22624	禅堂	6	zendoo	zendo
22625	塑性	6	sosei	plasticity
22626	粗糖	6	sotoo	"raw sugar"
22627	蘇鉄	6	sotetu	"sago cycad"
22628	早船	6	hayabune	"fast-moving rowboat"
22629	早馬	6	hayauma	"fast horse"
22630	早晩	6	sooban	"sooner or later"
22631	装填	6	sooten	charge
22632	贈位	6	zooi	"conferral of a posthumous rank"
22633	足駄	6	asida	"high clogs"
22634	俗学	6	zokugaku	"popular learning"
22635	俗事	6	zokuzi	"worldly affairs"
22636	卒然	6	sotuzen	sudden
22637	卒中	6	sottyuu	"cerebral stroke"
22638	他郷	6	takyoo	"another place"
22639	多病	6	tabyoo	sickly
22640	多目	6	oome	"somewhat larger quantity"
22641	太物	6	hutomono	drapery
22642	体腔	6	taikoo	"body cavity"
22643	堆朱	6	tuisyu	"red lacquerware with patterns carved in relief"
22644	対屋	6	tainoya	"side house"
22645	対審	6	taisin	confrontation
22646	貸席	6	kasiseki	"room for rent"
22647	大黄	6	daioo	rhubarb
22648	大股	6	oomata	straddle
22649	大略	6	tairyaku	"excellent plan"
22650	鷹狩	6	takagari	falconry
22651	達見	6	takken	farsightedness
22652	丹頂	6	tantyoo	"red-crowned crane"
22653	単音	6	tanon	"single sound"
22654	旦夕	6	tanseki	"on the brink of"
22655	淡味	6	tanmi	"light flavor"
22656	炭層	6	tansoo	"coal seam"
22657	短慮	6	tanryo	imprudence
22658	端山	6	hayama	foothill
22659	男坂	6	otokozaka	"steeper of two hills"
22660	知勇	6	tiyuu	"wisdom and courage"
22661	地変	6	tihen	"natural calamity"
22662	池沼	6	tisyoo	"ponds and swamps"
22663	置場	6	okiba	"place for something"
22664	茶茶	6	tyatya	disruption
22665	中啓	6	tyuukei	"ceremonial folding fan"
22666	苧環	6	odamaki	"fan columbine"
22667	彫物	6	horimono	carving
22668	朝賀	6	tyooga	"New Year's greetings or well-wishes offered by retainers to the Emperor"
22669	朝酒	6	asazake	"a morning drink"
22670	調音	6	tyooon	articulation
22671	調伏	6	tyoobuku	curse
22672	長嘆	6	tyootan	"deep sigh"
22673	長夜	6	tyooya	"long night"
22674	鳥兜	6	torikabuto	aconite
22675	勅書	6	tyokusyo	"imperial rescript"
22676	直衣	6	naosi	"everyday robes worn by males of the imperial family, nobility, etc. "
22677	直覚	6	tyokkaku	intuition
22678	通詞	6	tuuzi	translation
22679	通事	6	tuuzi	translation
22680	呈示	6	teizi	exhibition
22681	定詰	6	zyoozume	"permanent staff"
22682	廷吏	6	teiri	"court attendant or clerk"
22683	挺進	6	teisin	"go ahead of"
22684	泥海	6	doroumi	"muddy sea"
22685	鉄火	6	tekka	"red-hot iron"
22686	天眼	6	tengan	"the heavenly eye"
22687	天主	6	tensyu	"Lord of Heaven"
22688	天測	6	tensoku	"astronomical observation"
22689	天籟	6	tenrai	"sound of wind"
22690	伝搬	6	denpan	transmission
22691	田地	6	denti	farmland
22692	田夫	6	denpu	peasant
22693	徒士	6	kati	"foot soldier"
22694	土鳩	6	dobato	"domestic pigeon"
22695	唐音	6	tooin	"T'ang reading of Chinese characters"
22696	唐風	6	toohuu	"Chinese style"
22697	投錨	6	toobyoo	"dropping anchor"
22698	盗電	6	tooden	"stealing electricity"
22699	当会	6	tookai	"present society"
22700	当歳	6	toosai	"year of birth"
22701	踏絵	6	humie	"tablet bearing Christian images, on which Edo-period authorities forced suspected Christians to trample"
22702	頭重	6	zuomo	heavy-headed
22703	闘魚	6	toogyo	"fighting fish"
22704	道管	6	dookan	conduit
22705	徳義	6	tokugi	morals
22706	篤農	6	tokunoo	"exemplary farmer"
22707	呑口	6	nomiguti	taste
22708	内界	6	naikai	"inner world"
22709	内孫	6	utimago	"child of one's heir"
22710	肉芽	6	nikuga	granulation
22711	乳汁	6	nyuuzyuu	milk
22712	猫足	6	nekoasi	"carved table leg with ""ball and claw"" foot"
22713	年忌	6	nenki	"death anniversary"
22714	農作	6	noosaku	farming
22715	破目	6	wareme	chasm
22716	背馳	6	haiti	inconsistency
22717	煤塵	6	baizin	"dust and soot"
22718	白茶	6	siratya	"light brown"
22719	粕汁	6	kasuziru	"soup made with sake lees"
22720	麦作	6	mugisaku	"wheat raising"
22721	麦湯	6	mugiyu	"parched-barley tea"
22722	肌理	6	kime	grain
22723	発振	6	hassin	oscillation
22724	繁雑	6	hanzatu	complex
22725	煩瑣	6	hansa	vexatious
22726	秘教	6	hikyoo	"esoteric religion"
22727	避寒	6	hikan	wintering
22728	美俗	6	bizoku	"a fine custom"
22729	稗史	6	haisi	"people's history"
22730	菱形	6	hisigata	"diamond shape"
22731	百官	6	hyakkan	"all the officials"
22732	標記	6	hyooki	subject
22733	頻々	6	hinpin	frequently
22734	不学	6	hugaku	unlearned
22735	布令	6	hurei	"official announcement"
22736	扶持	6	huti	ration
22737	浮彫	6	ukibori	relief
22738	武辺	6	buhen	"military affairs"
22739	風琴	6	huukin	organ
22740	風蝕	6	huusyoku	"wind erosion"
22741	風炉	6	huro	"portable stove for boiling water to make tea used for the tea ceremony during the summer"
22742	福相	6	hukusoo	happy-looking
22743	仏縁	6	butuen	"Buddha's providence"
22744	物種	6	monodane	origin
22745	分際	6	bunzai	"social standing"
22746	分針	6	hunsin	"minute hand"
22747	分秒	6	hunbyoo	moment
22748	分明	6	hunmyoo	clearness
22749	噴門	6	hunmon	cardia
22750	憤怒	6	hunnu	anger
22751	兵科	6	heika	"branch of the army"
22752	平曲	6	heikyoku	"chanting of the Heike Monogatari to biwa accompaniment"
22753	柄頭	6	tukagasira	pommel
22754	変名	6	henmei	"assumed name"
22755	編修	6	hensyuu	editing
22756	返電	6	henden	"reply telegram"
22757	歩測	6	hosoku	"pacing off"
22758	穂状	6	suizyoo	"shaped like an ear of grain"
22759	暮春	6	bosyun	"late spring"
22760	母堂	6	bodoo	mother
22761	母物	6	hahamono	"story of maternal love"
22762	放下	6	hooka	discarding
22763	法語	6	hoogo	"Buddhist sermon"
22764	泡雪	6	awayuki	"light snowfall"
22765	望見	6	booken	"watching from afar"
22766	防雪	6	boosetu	anti-snow
22767	牧人	6	bokuzin	shepherd
22768	本初	6	honsyo	beginning
22769	本署	6	honsyo	"police headquarters"
22770	凡例	6	hanrei	"introductory remarks"
22771	埋骨	6	maikotu	"burial of ashes"
22772	末葉	6	matuyoo	"the last descendant"
22773	満腔	6	mankoo	heartfelt
22774	満目	6	manmoku	"as far as the eye can see"
22775	漫歩	6	manpo	rambling
22776	未済	6	misai	executory
22777	民草	6	tamigusa	people
22778	民力	6	minryoku	"national manpower"
22779	無稽	6	mukei	unsupported
22780	名剣	6	meiken	"famous sword"
22781	綿羊	6	menyoo	sheep
22782	毛筋	6	kesuzi	hair
22783	木菟	6	mimizuku	"horned owl"
22784	木蘭	6	mokuren	"lily magnolia"
22785	木蝋	6	mokuroo	"Japan wax"
22786	目見	6	mami	look
22787	目端	6	mehasi	"quick wittedness"
22788	悶死	6	monsi	"die in agony"
22789	野末	6	nozue	"corners of a field"
22790	薬禍	6	yakka	"harmful side effects of a medicine or drug"
